installment,purpose,application_type,int_rate,last_pymnt_amnt,loan_amnt,revol_bal,delinq_2yrs,inq_last_6mths,mort_acc,grade,open_acc,revol_util,total_acc,fico_range_low,fico_range_high,addr_state,emp_length,home_ownership,verification_status,annual_inc,loan_status
185.27,credit_card,Individual,12.98,185.27,5500.0,9286.0,0.0,0.0,1.0,B,5.0,68.8,6.0,715.0,719.0,IN,8 years,MORTGAGE,Not Verified,36000.0,Current
853.12,debt_consolidation,Individual,24.5,853.12,21600.0,51072.0,0.0,2.0,0.0,F,27.0,71.3,48.0,685.0,689.0,TX,,MORTGAGE,Verified,60000.0,Charged Off
903.31,credit_card,Individual,5.31,903.31,30000.0,35977.0,0.0,0.0,3.0,A,11.0,68.5,16.0,745.0,749.0,WI,10+ years,MORTGAGE,Source Verified,86000.0,Current
186.2,debt_consolidation,Individual,13.33,810.57,5500.0,3525.0,0.0,2.0,0.0,C,28.0,65.3,46.0,670.0,674.0,IL,2 years,RENT,Verified,31000.0,Fully Paid
391.31,credit_card,Individual,7.39,391.31,12600.0,9647.0,0.0,0.0,1.0,A,15.0,52.7,29.0,720.0,724.0,PA,6 years,MORTGAGE,Not Verified,47580.0,Current
203.85,other,Individual,13.58,203.85,6000.0,44159.0,0.0,0.0,2.0,C,16.0,78.7,22.0,705.0,709.0,OR,10+ years,MORTGAGE,Not Verified,81000.0,Current
307.27,credit_card,Individual,6.67,307.27,10000.0,10417.0,0.0,0.0,0.0,A,6.0,80.1,7.0,680.0,684.0,MD,< 1 year,RENT,Not Verified,60000.0,Current
216.89,debt_consolidation,Individual,17.99,216.89,6000.0,7797.0,0.0,1.0,1.0,D,9.0,68.4,10.0,675.0,679.0,IN,4 years,MORTGAGE,Not Verified,41900.0,Current
285.42,debt_consolidation,Individual,14.99,11733.1,12000.0,297.0,0.0,1.0,5.0,C,11.0,1.1,39.0,675.0,679.0,HI,3 years,MORTGAGE,Not Verified,105000.0,Fully Paid
357.25,small_business,Individual,15.05,357.25,15000.0,47239.0,0.0,2.0,4.0,C,17.0,33.8,74.0,745.0,749.0,FL,3 years,MORTGAGE,Source Verified,68000.0,Current
312.85,debt_consolidation,Individual,15.61,312.85,12975.0,8033.0,2.0,0.0,1.0,D,15.0,68.7,29.0,665.0,669.0,FL,2 years,MORTGAGE,Not Verified,57000.0,Current
308.27,debt_consolidation,Individual,6.89,308.2,10000.0,9725.0,0.0,0.0,1.0,A,6.0,39.5,16.0,690.0,694.0,WA,< 1 year,MORTGAGE,Verified,85000.0,Fully Paid
819.22,credit_card,Individual,21.45,819.22,30000.0,28142.0,1.0,0.0,2.0,D,10.0,50.3,16.0,690.0,694.0,NE,4 years,MORTGAGE,Source Verified,175000.0,Current
269.92,debt_consolidation,Individual,20.89,269.92,10000.0,646.0,0.0,1.0,0.0,D,6.0,13.7,13.0,700.0,704.0,NY,10+ years,RENT,Verified,34000.0,Current
355.86,car,Joint App,14.08,355.86,10400.0,14666.0,0.0,0.0,0.0,C,7.0,97.1,10.0,690.0,694.0,NC,1 year,MORTGAGE,Verified,47000.0,Current
301.46,debt_consolidation,Individual,17.47,301.46,8400.0,2021.0,2.0,1.0,0.0,D,10.0,22.2,29.0,680.0,684.0,TX,2 years,RENT,Source Verified,95000.0,Current
589.73,debt_consolidation,Individual,11.05,589.73,18000.0,9621.0,0.0,0.0,0.0,B,20.0,34.0,26.0,710.0,714.0,NY,3 years,RENT,Source Verified,30000.0,Current
628.49,credit_card,Joint App,8.19,628.49,20000.0,110121.0,0.0,1.0,3.0,A,22.0,19.6,49.0,745.0,749.0,MN,7 years,MORTGAGE,Verified,250000.0,Current
428.98,debt_consolidation,Individual,10.49,6069.76,13200.0,33507.0,1.0,0.0,2.0,B,11.0,67.8,17.0,690.0,694.0,FL,8 years,MORTGAGE,Source Verified,75000.0,Fully Paid
671.48,debt_consolidation,Individual,16.02,671.48,27600.0,28496.0,1.0,2.0,3.0,C,28.0,23.8,53.0,690.0,694.0,NJ,9 years,MORTGAGE,Verified,78000.0,Current
654.68,credit_card,Individual,10.99,654.66,20000.0,28125.0,3.0,0.0,3.0,B,10.0,87.3,18.0,660.0,664.0,CA,10+ years,MORTGAGE,Source Verified,97000.0,Fully Paid
492.85,credit_card,Individual,16.55,492.85,20025.0,19781.0,0.0,0.0,3.0,D,7.0,63.8,24.0,690.0,694.0,TX,7 years,MORTGAGE,Verified,47000.0,Charged Off
134.74,vacation,Individual,12.98,134.74,4000.0,4535.0,0.0,0.0,0.0,B,8.0,47.7,10.0,685.0,689.0,CA,10+ years,RENT,Not Verified,41000.0,Current
403.47,credit_card,Individual,12.85,6979.2,12000.0,6273.0,1.0,1.0,6.0,B,8.0,89.6,31.0,675.0,679.0,NC,10+ years,MORTGAGE,Verified,85000.0,Fully Paid
144.56,debt_consolidation,Individual,5.32,159.56,4800.0,21688.0,0.0,0.0,0.0,A,11.0,41.5,26.0,715.0,719.0,SC,2 years,RENT,Not Verified,80000.0,Charged Off
877.04,debt_consolidation,Individual,7.97,877.04,28000.0,23771.0,0.0,1.0,2.0,A,9.0,68.9,12.0,705.0,709.0,NJ,10+ years,MORTGAGE,Not Verified,160000.0,Current
1177.07,home_improvement,Individual,10.91,29483.2,36000.0,19180.0,0.0,1.0,4.0,B,13.0,47.5,25.0,700.0,704.0,TN,3 years,MORTGAGE,Not Verified,140000.0,Fully Paid
220.55,debt_consolidation,Individual,6.46,220.55,7200.0,9281.0,0.0,0.0,4.0,A,16.0,19.4,37.0,720.0,724.0,MA,1 year,MORTGAGE,Not Verified,60000.0,Current
447.25,debt_consolidation,Individual,16.99,447.25,18000.0,14863.0,0.0,2.0,0.0,D,8.0,61.9,18.0,675.0,679.0,NC,3 years,RENT,Source Verified,45000.0,Current
33.94,debt_consolidation,Individual,13.49,443.62,1000.0,13459.0,0.0,2.0,3.0,C,12.0,60.1,35.0,670.0,674.0,IL,7 years,OWN,Not Verified,53443.92,Fully Paid
780.63,major_purchase,Individual,9.93,780.63,36800.0,262.0,0.0,0.0,0.0,B,6.0,2.1,16.0,740.0,744.0,KS,6 years,MORTGAGE,Source Verified,50000.0,Current
340.61,debt_consolidation,Individual,16.02,340.61,14000.0,13336.0,0.0,0.0,0.0,C,7.0,62.0,12.0,700.0,704.0,NY,6 years,RENT,Verified,35464.0,Charged Off
406.51,debt_consolidation,Individual,9.99,2265.09,12600.0,11202.0,0.0,0.0,0.0,B,3.0,49.8,9.0,745.0,749.0,CO,3 years,MORTGAGE,Source Verified,120000.0,Fully Paid
166.05,debt_consolidation,Individual,11.99,3047.53,5000.0,30222.0,0.0,0.0,2.0,B,8.0,72.0,25.0,660.0,664.0,IL,10+ years,MORTGAGE,Not Verified,60000.0,Fully Paid
499.54,debt_consolidation,Individual,15.05,11999.73,14400.0,19825.0,1.0,0.0,2.0,C,9.0,88.0,25.0,660.0,664.0,MI,9 years,MORTGAGE,Verified,38480.0,Fully Paid
313.18,debt_consolidation,Individual,7.96,313.18,10000.0,11099.0,0.0,0.0,0.0,A,12.0,35.3,15.0,690.0,694.0,CA,3 years,RENT,Not Verified,75000.0,Current
991.15,debt_consolidation,Individual,7.21,991.15,32000.0,14122.0,0.0,0.0,2.0,A,6.0,51.4,22.0,725.0,729.0,WA,6 years,MORTGAGE,Not Verified,120000.0,Current
187.59,debt_consolidation,Individual,10.16,741.42,5800.0,5769.0,0.0,0.0,2.0,B,7.0,63.4,22.0,690.0,694.0,MO,,OWN,Verified,20000.0,Fully Paid
155.81,debt_consolidation,Individual,7.62,734.2,5000.0,5888.0,0.0,0.0,0.0,A,6.0,70.1,7.0,720.0,724.0,NY,< 1 year,MORTGAGE,Not Verified,18000.0,Fully Paid
361.0,debt_consolidation,Individual,26.24,361.0,12000.0,9348.0,0.0,0.0,0.0,E,9.0,60.3,10.0,670.0,674.0,MN,2 years,RENT,Verified,39000.0,Charged Off
408.52,other,Individual,8.19,608.52,13000.0,5990.0,0.0,0.0,0.0,A,11.0,14.8,30.0,785.0,789.0,CA,3 years,RENT,Not Verified,55000.0,Current
557.51,debt_consolidation,Individual,22.45,557.51,20000.0,11820.0,0.0,1.0,2.0,E,18.0,31.7,65.0,705.0,709.0,TX,10+ years,MORTGAGE,Verified,105000.0,Charged Off
486.68,other,Individual,12.73,3.64,14500.0,7300.0,0.0,0.0,0.0,B,5.0,20.7,16.0,750.0,754.0,AZ,10+ years,OWN,Source Verified,62000.0,Fully Paid
312.62,credit_card,Individual,9.17,11364.26,15000.0,21664.0,0.0,1.0,0.0,B,12.0,32.9,24.0,730.0,734.0,FL,10+ years,RENT,Verified,40851.0,Fully Paid
276.96,credit_card,Individual,11.49,276.96,8400.0,12178.0,0.0,1.0,0.0,B,11.0,81.2,12.0,670.0,674.0,NY,1 year,RENT,Source Verified,48000.0,Charged Off
302.12,credit_card,Individual,12.74,6929.32,9000.0,14406.0,0.0,1.0,1.0,C,9.0,80.5,15.0,665.0,669.0,CA,5 years,OWN,Source Verified,45600.0,Fully Paid
359.08,debt_consolidation,Individual,12.39,4078.11,16000.0,6959.0,0.0,0.0,0.0,C,5.0,67.6,7.0,700.0,704.0,AL,< 1 year,MORTGAGE,Source Verified,54000.0,Fully Paid
723.85,debt_consolidation,Individual,12.74,723.85,32000.0,7141.0,1.0,0.0,4.0,C,8.0,80.2,21.0,685.0,689.0,NJ,10+ years,MORTGAGE,Verified,75000.0,Current
626.01,credit_card,Individual,11.44,4853.37,19000.0,23930.0,3.0,3.0,2.0,B,10.0,61.0,43.0,660.0,664.0,GA,2 years,MORTGAGE,Verified,100000.0,Fully Paid
248.48,other,Individual,16.99,248.48,10000.0,1718.0,1.0,0.0,5.0,D,8.0,90.4,40.0,665.0,669.0,SC,9 years,MORTGAGE,Not Verified,100000.0,Charged Off
303.3,credit_card,Individual,11.67,303.18,9175.0,6489.0,0.0,0.0,0.0,B,11.0,53.7,20.0,695.0,699.0,IN,10+ years,RENT,Not Verified,23000.0,Fully Paid
300.5,credit_card,Individual,7.49,113.26,15000.0,59766.0,1.0,0.0,5.0,A,13.0,31.7,38.0,750.0,754.0,VA,< 1 year,MORTGAGE,Not Verified,140000.0,Charged Off
637.58,debt_consolidation,Individual,9.17,637.51,20000.0,8009.0,0.0,0.0,0.0,B,6.0,18.1,13.0,760.0,764.0,TX,3 years,RENT,Not Verified,125000.0,Fully Paid
496.01,credit_card,Individual,9.43,496.01,15500.0,17161.0,0.0,0.0,1.0,B,11.0,64.0,21.0,680.0,684.0,GA,6 years,MORTGAGE,Not Verified,170000.0,Current
132.84,debt_consolidation,Individual,11.99,132.84,4000.0,2781.0,1.0,0.0,0.0,B,6.0,27.0,13.0,670.0,674.0,NJ,3 years,RENT,Not Verified,63000.0,Current
456.88,home_improvement,Individual,6.08,456.88,15000.0,2534.0,0.0,1.0,0.0,A,5.0,10.0,9.0,780.0,784.0,KY,10+ years,OWN,Not Verified,70000.0,Current
741.68,debt_consolidation,Individual,19.99,5312.65,28000.0,14225.0,0.0,2.0,2.0,E,18.0,60.3,33.0,670.0,674.0,CA,10+ years,MORTGAGE,Source Verified,130000.0,Fully Paid
640.1,debt_consolidation,Individual,9.44,640.1,20000.0,3436.0,0.0,0.0,1.0,B,7.0,23.4,24.0,695.0,699.0,CA,2 years,RENT,Not Verified,180000.0,Current
603.85,debt_consolidation,Individual,17.57,603.85,24000.0,23085.0,0.0,1.0,3.0,D,12.0,64.7,39.0,670.0,674.0,TN,5 years,OWN,Verified,65000.0,Charged Off
698.71,credit_card,Individual,12.12,16067.61,21000.0,18561.0,2.0,0.0,3.0,B,12.0,61.9,31.0,700.0,704.0,FL,6 years,RENT,Source Verified,112000.0,Fully Paid
395.01,credit_card,Individual,12.99,1936.88,11725.0,10518.0,1.0,1.0,0.0,C,9.0,66.6,14.0,665.0,669.0,CO,3 years,RENT,Not Verified,28000.0,Fully Paid
216.37,credit_card,Individual,7.07,216.37,7000.0,9218.0,0.0,0.0,2.0,A,10.0,13.2,15.0,720.0,724.0,NC,2 years,OWN,Not Verified,90000.0,Current
513.8,debt_consolidation,Individual,9.67,13754.16,16000.0,3551.0,0.0,1.0,1.0,B,7.0,34.5,23.0,715.0,719.0,IN,4 years,MORTGAGE,Not Verified,89000.0,Fully Paid
809.3,credit_card,Individual,12.62,19257.83,24150.0,12767.0,1.0,0.0,2.0,C,7.0,84.0,26.0,675.0,679.0,WA,< 1 year,RENT,Source Verified,52500.0,Fully Paid
98.29,home_improvement,Individual,11.05,98.29,3000.0,7218.0,0.0,0.0,2.0,B,8.0,69.4,11.0,720.0,724.0,FL,4 years,MORTGAGE,Source Verified,107000.0,Current
597.46,debt_consolidation,Individual,16.29,13612.49,16925.0,15777.0,0.0,2.0,3.0,C,7.0,71.1,17.0,665.0,669.0,HI,10+ years,MORTGAGE,Verified,64000.0,Fully Paid
660.0,debt_consolidation,Individual,11.55,660.0,20000.0,29273.0,0.0,0.0,1.0,B,11.0,58.5,22.0,700.0,704.0,IL,7 years,MORTGAGE,Not Verified,83000.0,Current
1094.2,debt_consolidation,Individual,7.84,1094.2,35000.0,8425.0,0.0,0.0,4.0,A,17.0,31.8,49.0,715.0,719.0,GA,10+ years,MORTGAGE,Verified,106000.0,Current
304.72,credit_card,Individual,6.11,304.72,10000.0,11304.0,1.0,0.0,2.0,A,8.0,51.1,11.0,670.0,674.0,NC,2 years,MORTGAGE,Source Verified,70000.0,Current
715.59,small_business,Individual,24.99,715.59,18000.0,5003.0,1.0,0.0,0.0,E,5.0,68.5,10.0,665.0,669.0,ND,1 year,RENT,Verified,36000.0,Charged Off
789.04,credit_card,Individual,12.59,27722.2,35000.0,37304.0,0.0,1.0,4.0,C,16.0,45.1,35.0,730.0,734.0,OH,10+ years,MORTGAGE,Source Verified,74000.0,Fully Paid
427.3,debt_consolidation,Individual,16.91,8136.97,12000.0,85925.0,0.0,3.0,2.0,C,14.0,24.9,31.0,705.0,709.0,WA,10+ years,MORTGAGE,Source Verified,68000.0,Fully Paid
225.87,car,Individual,5.32,2385.01,7500.0,4286.0,0.0,0.0,2.0,A,7.0,6.7,16.0,800.0,804.0,MN,5 years,MORTGAGE,Source Verified,75000.0,Fully Paid
575.25,debt_consolidation,Joint App,23.99,575.25,20000.0,18733.0,0.0,1.0,7.0,E,10.0,62.7,29.0,700.0,704.0,CA,10+ years,MORTGAGE,Not Verified,72000.0,Current
474.57,major_purchase,Individual,13.99,474.57,20400.0,144241.0,1.0,1.0,5.0,C,13.0,22.6,46.0,660.0,664.0,CA,10+ years,MORTGAGE,Not Verified,149000.0,Current
166.39,debt_consolidation,Individual,12.13,166.39,5000.0,15927.0,0.0,0.0,2.0,B,14.0,65.0,22.0,720.0,724.0,CO,6 years,OWN,Source Verified,86400.0,Current
460.1,debt_consolidation,Individual,13.49,460.1,20000.0,9287.0,0.0,0.0,1.0,C,6.0,43.2,13.0,680.0,684.0,CA,,RENT,Source Verified,88500.0,Current
170.09,other,Individual,13.67,1927.15,5000.0,3111.0,0.0,0.0,0.0,C,9.0,35.8,29.0,715.0,719.0,TX,8 years,RENT,Source Verified,51285.0,Fully Paid
283.65,credit_card,Individual,8.39,1401.78,9000.0,8792.0,0.0,0.0,4.0,A,8.0,38.9,28.0,710.0,714.0,TX,7 years,MORTGAGE,Not Verified,48000.0,Fully Paid
113.86,credit_card,Individual,10.56,113.86,3500.0,8993.0,0.0,0.0,0.0,B,8.0,69.2,12.0,665.0,669.0,AZ,2 years,RENT,Source Verified,35000.0,Current
826.23,home_improvement,Individual,10.42,17310.65,25450.0,29018.0,0.0,1.0,3.0,B,15.0,43.3,29.0,740.0,744.0,GA,9 years,OWN,Not Verified,165000.0,Fully Paid
335.12,debt_consolidation,Individual,12.62,335.12,10000.0,2432.0,4.0,0.0,2.0,C,8.0,30.8,14.0,665.0,669.0,TX,4 years,MORTGAGE,Verified,70000.0,Charged Off
542.07,home_improvement,Individual,5.32,15751.0,18000.0,266.0,0.0,0.0,5.0,A,15.0,0.3,32.0,740.0,744.0,GA,8 years,MORTGAGE,Not Verified,85000.0,Fully Paid
469.98,debt_consolidation,Individual,23.87,469.98,12000.0,52420.0,0.0,0.0,1.0,E,9.0,68.0,50.0,690.0,694.0,WA,10+ years,MORTGAGE,Source Verified,75500.0,Current
348.95,credit_card,Individual,13.99,348.95,15000.0,9846.0,0.0,0.0,0.0,C,7.0,98.5,26.0,680.0,684.0,MS,10+ years,OWN,Verified,35000.0,Current
122.13,other,Individual,12.99,2889.59,3625.0,1325.0,0.0,0.0,0.0,C,7.0,53.0,21.0,730.0,734.0,GA,9 years,RENT,Source Verified,45000.0,Fully Paid
871.6,debt_consolidation,Individual,24.49,871.6,30000.0,10371.0,0.0,1.0,5.0,E,13.0,54.6,27.0,690.0,694.0,WI,4 years,MORTGAGE,Source Verified,80000.0,Current
1046.13,credit_card,Individual,10.9,30027.6,32000.0,531905.0,0.0,2.0,2.0,B,10.0,25.0,29.0,725.0,729.0,TX,2 years,OWN,Source Verified,230000.0,Fully Paid
364.55,debt_consolidation,Individual,18.24,115.47,10050.0,10120.0,1.0,0.0,0.0,D,20.0,42.7,36.0,685.0,689.0,FL,9 years,OWN,Source Verified,37000.0,Fully Paid
205.35,debt_consolidation,Individual,24.85,3661.14,5175.0,5180.0,0.0,0.0,0.0,E,19.0,23.2,24.0,725.0,729.0,AR,,RENT,Verified,15264.0,Fully Paid
901.56,debt_consolidation,Individual,24.5,901.56,31025.0,14635.0,2.0,3.0,2.0,F,8.0,63.1,28.0,665.0,669.0,LA,,RENT,Verified,73869.36,Charged Off
368.8,credit_card,Individual,19.99,368.7,9925.0,12563.0,0.0,1.0,0.0,E,3.0,93.1,5.0,695.0,699.0,FL,10+ years,OWN,Verified,31091.0,Fully Paid
158.98,credit_card,Individual,8.99,3926.27,5000.0,5439.0,0.0,0.0,1.0,B,6.0,52.3,19.0,700.0,704.0,DE,10+ years,MORTGAGE,Not Verified,45000.0,Fully Paid
560.35,debt_consolidation,Individual,11.47,4882.85,17000.0,9727.0,0.0,2.0,1.0,B,14.0,59.3,22.0,680.0,684.0,FL,2 years,MORTGAGE,Source Verified,106000.0,Fully Paid
217.79,debt_consolidation,Individual,17.99,5332.29,6025.0,3989.0,0.0,1.0,0.0,D,13.0,43.4,19.0,665.0,669.0,MA,2 years,RENT,Source Verified,43210.0,Fully Paid
520.35,debt_consolidation,Individual,15.05,520.35,15000.0,9915.0,0.0,0.0,0.0,C,13.0,61.6,23.0,680.0,684.0,GA,3 years,RENT,Verified,45000.0,Current
285.2,small_business,Individual,19.99,284.78,7675.0,8722.0,0.0,1.0,1.0,E,14.0,39.6,23.0,705.0,709.0,NC,3 years,MORTGAGE,Verified,35000.0,Fully Paid
674.83,debt_consolidation,Joint App,15.59,22084.99,28000.0,28542.0,1.0,0.0,1.0,C,15.0,84.4,32.0,690.0,694.0,NY,10+ years,MORTGAGE,Verified,102000.0,Fully Paid
448.46,debt_consolidation,Individual,19.24,16809.19,17200.0,9004.0,3.0,0.0,3.0,E,8.0,74.4,42.0,670.0,674.0,KS,< 1 year,MORTGAGE,Source Verified,41000.0,Fully Paid
361.38,home_improvement,Individual,5.32,361.38,12000.0,30305.0,0.0,0.0,5.0,A,11.0,51.0,24.0,740.0,744.0,OR,10+ years,MORTGAGE,Not Verified,160000.0,Current
413.0,debt_consolidation,Individual,14.49,5429.5,12000.0,13397.0,0.0,2.0,1.0,C,19.0,47.0,35.0,675.0,679.0,FL,6 years,MORTGAGE,Not Verified,52920.0,Fully Paid
903.35,credit_card,Individual,9.99,2690.7,28000.0,77079.0,0.0,0.0,4.0,B,18.0,79.0,32.0,705.0,709.0,VA,5 years,MORTGAGE,Source Verified,250000.0,Fully Paid
565.31,other,Joint App,23.13,565.31,20000.0,3946.0,2.0,0.0,0.0,F,7.0,60.7,22.0,680.0,684.0,VA,< 1 year,RENT,Source Verified,95000.0,Current
103.22,home_improvement,Individual,14.47,103.22,3000.0,25885.0,0.0,0.0,6.0,C,7.0,95.9,19.0,665.0,669.0,CO,9 years,MORTGAGE,Source Verified,234000.0,Current
137.67,debt_consolidation,Individual,14.49,3967.08,4000.0,7716.0,0.0,1.0,3.0,C,9.0,48.5,32.0,665.0,669.0,GA,10+ years,MORTGAGE,Verified,45000.0,Fully Paid
384.46,debt_consolidation,Individual,12.73,384.46,17000.0,2475.0,0.0,1.0,0.0,B,10.0,31.3,20.0,785.0,789.0,IL,5 years,OWN,Source Verified,52700.0,Current
545.41,debt_consolidation,Individual,10.42,14555.41,16800.0,7064.0,0.0,0.0,0.0,B,12.0,69.3,46.0,665.0,669.0,IL,1 year,RENT,Source Verified,43000.0,Fully Paid
298.82,home_improvement,Individual,17.09,6665.82,12000.0,12229.0,0.0,1.0,3.0,D,16.0,41.2,38.0,695.0,699.0,NH,9 years,MORTGAGE,Source Verified,52000.0,Fully Paid
173.45,credit_card,Individual,15.05,173.45,5000.0,4716.0,1.0,2.0,1.0,C,8.0,33.4,33.0,685.0,689.0,NY,2 years,OWN,Not Verified,30000.0,Charged Off
165.6,other,Individual,11.8,165.6,5000.0,881.0,0.0,0.0,0.0,B,6.0,2.8,9.0,725.0,729.0,NY,10+ years,RENT,Not Verified,74000.0,Current
1006.35,home_improvement,Individual,12.69,1006.14,30000.0,5780.0,0.0,1.0,3.0,C,7.0,50.7,12.0,715.0,719.0,NC,8 years,MORTGAGE,Source Verified,540000.0,Fully Paid
301.15,credit_card,Individual,5.32,301.15,10000.0,2875.0,0.0,1.0,0.0,A,14.0,6.5,31.0,795.0,799.0,NJ,10+ years,RENT,Not Verified,60000.0,Current
397.41,debt_consolidation,Individual,20.0,15299.51,15000.0,21801.0,0.0,0.0,0.0,D,24.0,62.3,34.0,680.0,684.0,CO,10+ years,RENT,Verified,50000.0,Fully Paid
522.2,debt_consolidation,Individual,18.49,18398.21,20350.0,28652.0,0.0,3.0,4.0,D,12.0,63.5,32.0,700.0,704.0,CA,9 years,MORTGAGE,Verified,70000.0,Fully Paid
451.68,debt_consolidation,Individual,9.99,451.68,14000.0,10769.0,1.0,0.0,0.0,B,12.0,35.8,22.0,685.0,689.0,NY,3 years,RENT,Not Verified,52000.0,Charged Off
484.14,debt_consolidation,Individual,6.07,484.14,25000.0,24192.0,0.0,0.0,2.0,A,24.0,33.0,45.0,720.0,724.0,NY,3 years,RENT,Not Verified,98000.0,Current
1145.69,debt_consolidation,Individual,10.99,1145.69,35000.0,31348.0,0.0,1.0,0.0,B,12.0,85.7,21.0,665.0,669.0,MA,5 years,RENT,Verified,220000.0,Charged Off
329.82,debt_consolidation,Individual,11.49,329.82,15000.0,14829.0,0.0,1.0,2.0,B,17.0,65.0,28.0,695.0,699.0,CA,10+ years,MORTGAGE,Not Verified,80000.0,Current
385.18,debt_consolidation,Individual,11.98,11632.01,11600.0,0.0,0.0,0.0,1.0,B,5.0,0.0,49.0,700.0,704.0,FL,5 years,MORTGAGE,Verified,55000.0,Fully Paid
56.82,credit_card,Individual,10.42,56.82,1750.0,2084.0,0.0,0.0,0.0,B,5.0,56.3,22.0,660.0,664.0,NV,,RENT,Not Verified,50000.0,Current
414.37,debt_consolidation,Individual,9.16,9482.68,13000.0,17820.0,0.0,0.0,3.0,B,13.0,47.6,53.0,710.0,714.0,WV,10+ years,MORTGAGE,Verified,40000.0,Fully Paid
894.85,debt_consolidation,Individual,25.81,661.27,30000.0,12471.0,0.0,1.0,3.0,E,10.0,48.3,27.0,680.0,684.0,CA,10+ years,MORTGAGE,Source Verified,50000.0,Fully Paid
394.88,debt_consolidation,Individual,11.39,394.88,18000.0,12741.0,0.0,1.0,3.0,B,23.0,12.6,48.0,780.0,784.0,TX,3 years,MORTGAGE,Not Verified,110000.0,Charged Off
335.67,debt_consolidation,Individual,15.61,4658.25,9600.0,10478.0,0.0,2.0,0.0,C,24.0,47.4,48.0,675.0,679.0,NC,< 1 year,RENT,Not Verified,32000.0,Fully Paid
464.94,debt_consolidation,Individual,11.99,8889.05,14000.0,4301.0,0.0,0.0,7.0,B,12.0,50.6,36.0,660.0,664.0,OR,10+ years,RENT,Not Verified,62000.0,Fully Paid
582.75,debt_consolidation,Individual,14.08,582.75,25000.0,12733.0,0.0,0.0,0.0,C,13.0,31.1,17.0,745.0,749.0,CA,10+ years,RENT,Not Verified,102000.0,Charged Off
450.88,debt_consolidation,Individual,12.59,13568.96,20000.0,22909.0,0.0,0.0,2.0,C,12.0,52.2,32.0,715.0,719.0,CO,< 1 year,RENT,Source Verified,80000.0,Fully Paid
350.98,debt_consolidation,Individual,15.88,2703.29,10000.0,7860.0,1.0,1.0,0.0,C,10.0,60.0,24.0,670.0,674.0,AZ,,RENT,Source Verified,75500.0,Fully Paid
237.4,debt_consolidation,Individual,11.49,237.4,7200.0,3027.0,10.0,1.0,0.0,B,8.0,70.4,35.0,665.0,669.0,CA,4 years,RENT,Verified,82000.0,Current
603.25,small_business,Individual,11.99,603.25,27125.0,37423.0,0.0,1.0,1.0,B,13.0,46.6,22.0,720.0,724.0,MD,4 years,MORTGAGE,Not Verified,142000.0,Current
323.05,home_improvement,Individual,10.08,423.05,10000.0,3239.0,0.0,2.0,0.0,B,16.0,17.4,43.0,675.0,679.0,NJ,10+ years,OWN,Source Verified,80000.0,Current
401.5,debt_consolidation,Individual,12.12,2737.18,18000.0,10455.0,0.0,0.0,0.0,B,17.0,17.6,47.0,740.0,744.0,GA,10+ years,OWN,Source Verified,75000.0,Fully Paid
560.29,debt_consolidation,Individual,17.99,560.29,15500.0,3014.0,0.0,0.0,0.0,D,6.0,46.4,13.0,660.0,664.0,NC,4 years,RENT,Verified,50000.0,Charged Off
714.02,home_improvement,Individual,15.02,714.02,30000.0,26081.0,0.0,0.0,4.0,C,10.0,90.9,22.0,700.0,704.0,CA,,MORTGAGE,Verified,88000.0,Current
314.07,debt_consolidation,Individual,22.74,10342.16,11200.0,7137.0,1.0,0.0,0.0,E,9.0,44.6,21.0,690.0,694.0,FL,6 years,OWN,Source Verified,46000.0,Fully Paid
461.13,small_business,Individual,13.59,461.13,20000.0,13992.0,0.0,0.0,0.0,C,4.0,56.6,6.0,670.0,674.0,CA,10+ years,RENT,Not Verified,75000.0,Current
387.66,home_improvement,Individual,10.08,387.66,12000.0,14518.0,0.0,1.0,5.0,B,29.0,10.0,44.0,710.0,714.0,TX,< 1 year,MORTGAGE,Not Verified,100000.0,Current
342.72,debt_consolidation,Individual,16.55,12343.54,13925.0,6716.0,0.0,0.0,3.0,D,21.0,27.6,71.0,705.0,709.0,MI,10+ years,MORTGAGE,Source Verified,61380.0,Fully Paid
512.6,home_improvement,Individual,13.99,512.6,15000.0,5140.0,0.0,0.0,2.0,C,7.0,93.5,12.0,680.0,684.0,CO,9 years,MORTGAGE,Source Verified,70000.0,Charged Off
96.02,debt_consolidation,Individual,9.44,96.02,3000.0,2774.0,0.0,0.0,0.0,B,3.0,69.3,10.0,665.0,669.0,CA,3 years,RENT,Not Verified,36000.0,Current
486.26,debt_consolidation,Individual,15.99,486.26,20000.0,2598.0,4.0,1.0,0.0,C,9.0,30.2,16.0,675.0,679.0,NH,10+ years,MORTGAGE,Source Verified,60000.0,Current
726.9,debt_consolidation,Individual,7.99,726.9,23200.0,93045.0,0.0,1.0,1.0,A,20.0,65.5,46.0,680.0,684.0,PA,7 years,MORTGAGE,Verified,500000.0,Current
174.53,debt_consolidation,Joint App,15.49,364.06,5000.0,7453.0,4.0,0.0,0.0,C,7.0,66.5,19.0,660.0,664.0,LA,2 years,RENT,Verified,45000.0,Current
277.48,debt_consolidation,Individual,15.04,277.48,8000.0,24879.0,1.0,0.0,3.0,C,16.0,38.4,40.0,710.0,714.0,VA,8 years,MORTGAGE,Not Verified,186000.0,Current
